Grade Level,Student Number,Gender,Race,Hispanic / Latino,LEP Indicator Code,IEP,Eligible for Free or Reduced Lunch,Has Special Education Enrollment TX,Homeless,Foster Care,Has Active at Risk,Language Description,Status of Enrollment
09 - 09,270869,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271224,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288898,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273571,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,284578,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,287895,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,271984,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270820,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269795,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271628,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275163,F - Female,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,280307,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270841,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269708,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,283502,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,289848,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,274064,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271105,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271648,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,270879,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271679,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,281258,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272185,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,272788,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,283103,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271502,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,285687,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,286228,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,278503,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,282209,M - Male,Amer Indian,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,289135,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,268599,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269775,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,274093,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,288118,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275292,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,283601,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,270679,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,289902,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,283454,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271821,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,280175,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270915,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270910,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271470,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271403,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,290203,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,270901,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271206,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,290861,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291050,F - Female,Multi-Race,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,290866,M - Male,Black,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271308,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,276220,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,281523,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272962,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272006,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,284490,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,291282,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271992,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272031,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288292,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270850,M - Male,Black,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,279434,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,274506,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,273434,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,285977,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,268869,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,276014,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291098,F - Female,Amer Indian,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,273649,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291227,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271500,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,282407,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271681,F - Female,White,True,,No,No,No,Not Applicable,Foster Care,Yes,ENGLISH,Active
09 - 09,269819,M - Male,Multi-Race,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270767,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270762,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,270916,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269964,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273939,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,284324,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270980,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,278026,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,277978,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,291346,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272360,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269935,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291349,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271147,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,273651,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,,Active
09 - 09,276077,F - Female,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270072,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291449,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291537,F - Female,Multi-Race,True,C,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,271469,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291429,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,284055,M - Male,Multi-Race,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,287631,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269450,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,271555,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291374,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271599,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275928,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288897,F - Female,White,False,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270994,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291081,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,276425,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,268822,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,279214,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272167,M - Male,White,True,,No,No,No,Homeless,Not Applicable,Yes,ENGLISH,Active
09 - 09,271466,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,268470,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,270660,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,284189,F - Female,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,279438,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,287762,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291749,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291751,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,291752,F - Female,Black,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291753,F - Female,Amer Indian,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291754,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291755,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271761,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291760,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,273104,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271312,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291772,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,269765,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291747,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,287849,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291797,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,271260,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291813,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,291819,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,288065,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271062,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271451,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,273311,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291852,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291859,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291874,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291878,F - Female,Pacific Isl,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,282031,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270811,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,268914,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271762,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291939,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,277387,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,292017,F - Female,White,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,270982,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271408,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271438,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,274592,F - Female,Amer Indian,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,288187,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271423,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,286161,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273721,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,292039,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,292041,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,292043,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272798,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,292052,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291550,M - Male,White,False,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,292054,F - Female,White,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,292062,F - Female,White,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,284334,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,284163,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,281347,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271709,F - Female,Multi-Race,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,292105,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,292118,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,292147,F - Female,Multi-Race,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,276073,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271446,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,292166,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271439,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,269531,M - Male,Multi-Race,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,292270,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,292284,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,275962,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,285398,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,276594,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,274889,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288547,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,273768,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269825,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,292377,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,289777,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291062,F - Female,Amer Indian,False,C,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,292385,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,273550,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,292408,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,292412,M - Male,Asian,False,,No,No,No,Not Applicable,Not Applicable,No,BURMESE,Active
09 - 09,272063,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270987,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,289868,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,289869,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,292456,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272039,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,292463,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272146,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,292466,F - Female,Black,False,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
